key,a_1,a_2,a_3,a_4
...r#.#m###.@.X#..##...m.2,724.3097314422536,835.00490151545,542.500722505858,431.1535878967752
...r#.#m###.@.X#..##...m.3,555.5778786170781,128.55527757644518,265.23486733640976,220.13704440283647
#....r#.##..@m.##r#m.##..0,0.0,1.3911546642105677,0.0,0.0
#....r#.##..@m.##r#m.##..3,424.5769472865908,558.9287932893783,464.8141542657541,425.70631953976397
#....r#.##..@m.##r#m.##..2,323.30445355001325,497.189671583682,424.80044694386976,297.9366624595184
#....r#.##..@m.##r#m.##..1,37.240460321776986,8.850659880731552,22.7386527084926,-6.63380678484016
..#...#.....@.####.##...#3,534.6174730162711,528.762361110498,456.520997440976,401.9939500163664
#...m...#.##@#.p..#######2,534.8347267136381,457.3885677092542,402.52608685994596,457.3314992613895
#...m...#.##@#.p..#######1,533.2531619189926,455.3059943847055,398.7575331890778,455.3052420033748
#...m...#.##@#.p..#######0,495.708951763713,419.48075375394984,368.14068559418547,421.2642898854914
#.##r...##r#@.###.#......2,187.44694746892935,184.7246376493867,287.6950683329653,188.0581264248243
..#...#.....@.####.##...#0,379.11250137971194,200.12844915878952,202.5034843611772,154.59799406663748
#.##r...##r#@.###.#......3,186.68812329699276,176.39605862522075,286.12193034129996,225.39017679795606
..#...#.....@.####.##...#1,533.1532845592537,533.9928319711048,456.67658720800375,401.9553493798029
#...m...#.##@#.p..#######3,535.4646495783527,457.51356190609,402.75721205186875,457.51893815503615
..#...#.....@.####.##...#2,534.6615630881076,530.406581966452,456.90607890506993,402.0642294434019
..m.r#r#.###@...#..##....0,398.05989947738,750.6530372797746,480.730015399502,321.6326643616111
..m.r#r#.###@...#..##....2,766.1896525965649,869.2463572271234,687.9143391428825,592.5884021832863
..m.r#r#.###@...#..##....1,765.1427994273159,868.7297926914853,687.6877002568312,765.2255793056363
..m.r#r#.###@...#..##....3,763.1978667560332,866.9181589428254,685.6630295167001,763.3317771124966
#....r#.##..@m.##r#..##..1,0.0,-9.56929463390011,0.0,0.0
######...##.@.####..##.#.1,163.70188130911237,268.0342106542467,209.89529356950374,174.1872044508135
######...##.@.####..##.#.2,155.51969308720373,258.1212529088598,194.13979064314384,153.9442997833687
.#..###.#...@..#.###m.#p.0,228.1899480430185,341.6736879104229,280.264743864038,240.40930146468096
######...##.@.####..##.#.3,167.81084401560594,260.30989107770347,203.27464562175646,166.42215530971032
.#..###.#...@..#.###m.#p.3,288.25178655701677,402.95422841216873,334.6435691071779,288.26431515580504
.#..###.#...@..#.###m.#p.2,287.7584225327027,402.13929471815436,333.6293480256945,287.60115535045566
.#..###.#...@..#.###m.#p.1,275.88392239973746,241.10523282504874,302.79075470622854,287.1746286363201
......####.m@.#r#.###...X2,0.0,0.0,375.74512643901363,0.0
#...##..r#..@.######..r##0,115.58180802739996,48.798061689265275,119.85939660966683,198.1710753701414
#...##..r#..@.######..r##1,131.8032909886713,121.94817716116012,189.0314827621783,255.94245525268596
#...##..r#..@.######..r##2,164.420242380677,157.7772299622731,209.18453335681278,268.56138675282426
#...##..r#..@.######..r##3,169.69182167584165,161.95521075117904,206.2110740335611,274.76855998395604
#.##r...##r#@.###.#......0,60.71273762357225,65.5664944749622,250.37443219604242,122.45213449443361
#.##r...##r#@.###.#......1,151.3051163769141,168.53689559175996,287.33471098368466,227.10651985803656
#.##.#.E#.#.@..#..r######0,-11.959158451180576,82.98579195364415,-19.37796393739124,-14.616024084271437
.#m###...X#.@##.......#..3,478.48870040841905,384.68805596224774,572.1540165054491,510.539010459589
#.##.#.E#.#.@..#..r######1,1.8732186802908295,144.12770790845843,40.079070294623634,-21.536944987154428
#..r#######.@..#..#.#....0,150.26309880430262,206.8262756108581,110.5906498286861,116.07337139417251
