key,a_1,a_2,a_3,a_4
..#.##...###@.m.#.##m..#.0,-247.55519338109661,-228.63977500017214,-232.8347670663079,-214.2725755168742
..#.##...###@.m.#.##m..#.1,-249.34201507826913,-247.83224297715407,-278.1814892349938,-269.68360520035105
..#.##...###@.m.#.##m..#.2,-292.34051649239206,-292.52706073053105,-290.62169777272936,-294.37827480843066
..#.##...###@.m.#.##m..#.3,-106.64558529203939,-99.92153674328327,-141.93881724165598,-130.3292832944421
#....####.#.@..#E.###.##.0,-86.19375000000001,-55.21875,-266.6521332527689,-128.032265625
#....####.#.@..#E.###.##.3,-407.4767844596697,-377.2666167673991,-419.513430023056,-419.6154050996531
#....####.#.@..#E.###.##.2,-423.35621427314527,-389.8768823152246,-429.3477709613618,-432.39636622551325
#....####.#.@..#E.###.##.1,-438.61182479021767,-411.43602538934147,-426.47206329469867,-428.1398764010398
.......##.##@..##########2,-356.4985888787597,-329.80388587553597,-356.79547893817073,-356.4926552706495
....##.#....@....##.##...0,-28.0,0.0,0.0,-24.5
.......##.##@..##########3,-316.8041750910828,-285.7645252336258,-341.74008092226154,-316.9917242357169
....##.#....@....##.##...1,-342.72968011011505,-318.61812468512693,-342.78195430917515,-378.9497240224566
.......##.##@..##########1,-376.97750225931134,-352.9411285227931,-377.82079616304713,-377.72978022939435
....##.#....@....##.##...2,-310.7228119729079,-283.5279082087153,-309.9228537772604,-320.2679058202135
....##.#....@....##.##...3,-261.2686154193874,-235.2923348021001,-257.69477949397816,-211.10097019881624
.###..#...##@..###.##r...3,-47.579142896382415,-23.824263392730817,-43.651178895025424,-43.55442556526103
..##..#.##..@.##.#...m...0,-358.0121412798806,-329.34019698020194,-349.8611786283775,-354.14652305342315
.###..#...##@..###.##r...1,220.03211313778053,321.73302611966074,267.027256001965,261.1706213822003
.###..#...##@..###.##r...2,233.85434718773183,321.6978585679932,267.53812835139536,267.53441071290683
.###..#...##@..###.##r...0,233.44981004688174,138.90754416353022,196.05048080726164,188.0783957075949
#..###.#.##.@..##.#.#.m..0,-363.1702068287825,-339.0826565162997,-368.3554819423722,-369.73701204725944
#..###.#.##.@..##.#.#.m..1,-359.5767102138743,-360.6552324327286,-367.3845676212915,-376.45106851321424
#..###.#.##.@..##.#.#.m..2,-326.0383616899661,-295.2270236139731,-346.8036458261945,-357.3326856696695
#..###.#.##.@..##.#.#.m..3,-92.1796875,-113.25093749999999,-47.8125,-55.65
#####...####@..r..##.##r#0,-27.5,-131.5693690455229,0.0,-31.0
#####...####@..r..##.##r#1,-27.5,-189.56572113642787,-27.5,-31.0
####p.#.##.#@#....#.#....0,-281.4830619464648,-259.5624242367778,-239.65662475722024,-339.9372926987645
#.#r##....##@#.#.m..#p.##2,-326.06584904444503,-353.15984540327884,-348.98860635957,-351.8295290910096
.#.#....#.#.@m.#.###..#..3,-94.67618097455959,-77.49556967463383,-102.4962877615117,-120.54394786559007
.#.#....#.#.@m.#.###..#..2,-291.3149739577585,-300.61152346265504,-294.2555716063946,-291.90499106605546
#.#r##....##@#.#.m..#p.##0,-270.8999757889279,-254.57830188578026,-485.25207891485684,-262.9473992883569
####p.#.##.#@#....#.#....2,-170.2169825158544,-154.20740257518392,-121.37376887295969,-154.48690388303152
.#.#....#.#.@m.#.###..#..1,-372.3393039998472,-426.6837817223238,-343.8813848011072,-339.77382608558713
####p.#.##.#@#....#.#....1,-297.20088583133645,-303.98328606112534,-298.851530244211,-307.7839482718814
#.#r##....##@#.#.m..#p.##1,-346.4667959737822,-373.3140257998642,-457.9822173422563,-372.599178277777
