key,a_1,a_2,a_3,a_4
########.r..@....#m####p.1,-77.80781250000001,-62.0244140625,-74.64140625,-137.55080752620296
########.r..@....#m####pp3,-181.04932059719448,-145.17368838984163,-180.9573701650089,-155.6687569892538
######..#...@#.#.##.#pp#.2,-186.5897936852702,-165.2378490110416,-163.8704367042861,-130.13113087085088
########.r..@....#m####p.0,0.0,-29.25,0.0,-71.55556557854604
######..#...@#.#.##.#pp#.1,-172.941398075601,-154.44553383246256,-154.38568689060588,-117.81530726724512
########.r..@....#m####pp2,-198.30085144490818,-173.48379784786246,-197.9919939063707,-167.58105367824965
######..#...@#.#.##.#pp#.0,-155.233349990032,-133.84926818371378,-133.59459312083504,-93.11035373919458
########.r..@....#m####p.3,-139.06176134432604,-126.81271838445524,-154.3975312613482,-158.850531415966
########.r..@....#m####p.2,-171.46288794529866,-142.3777350767757,-172.75143996853822,-162.9052074552832
.#..###..#p#@.#m#..#....#3,-59.055547606111546,-60.87464031113177,5.7653651361039655,-37.12135646413921
########.r..@....#m####pp1,-206.39758388794084,-182.9702211448295,-205.78561090842487,-175.84354858415452
########.r..@....#m####pp0,-135.68630508816364,-95.649585968256,-135.52845633491873,-156.75029935697563
#######r####@#.##.#.##.#m0,-119.24687428683453,-94.9428046875,-84.7310088217163,-115.20752721038818
#######r####@#.##.#.##.#m1,-46.65846137030901,-49.26289886970151,-10.018783280391625,-47.64752304922753
#######r####@#.##.#.##.#m2,-26.37316754486055,-15.980076721514965,32.96064536290567,-29.661200536502797
#######r####@#.##.#.##.#m3,-8.00470225696218,-18.453848549490075,24.219355778136695,-21.05591225464494
.#..###..#p#@.#m#..#....#2,-61.19337901916789,-47.17205311095323,15.854607146732011,-26.471243190424325
.#..###..#p#@.#m#..#....#1,-42.956250000000004,-67.05117224504454,-29.775,-64.4934375
##m#m##...##@#.##.####.#r1,64.67179759649305,105.26521484558833,158.8919206413758,106.7518180386581
##m#m##...##@#.##.####.#r2,63.89343660781849,93.66896612178768,139.8363110593874,93.4002016316347
##m##...#X##@..##########2,539.0966989463933,681.6530915836845,599.6135100840752,598.8020405674199
##m#m##...##@#.##.####.#r0,-20.25,0.0,-47.250298535156254,0.0
##m##...#X##@..##########3,538.1251188719818,682.142519902326,504.7171513130526,598.7688347356132
##m##...#X##@..##########0,85.62093592739936,81.14694954890331,83.88409595540043,73.87696427471357
##.####.#.##@#.##.####...3,-79.11156435610383,-6.401006898329776,66.70497700556741,9.017239652505339
##.####.#.##@#.##.####...2,189.29137534062164,242.1259051581121,247.96128678249457,239.98897529129732
##m##...#X##@..##########1,502.28900446564387,683.9273755395824,574.3903172208297,570.1719459440855
##.####.#.##@#.##.####...1,76.34326798789931,174.8323937567223,242.5866258763053,189.60726337024778
##.####.#.##@#.##.####...0,-28.467666023550187,-24.5,-14.912500000000001,0.0
##.r#....#.#@####.p#.##.#1,-38.390625,-79.7314453125,-44.626682773896704,-65.234375
##.r#....#.#@####.p#.##.#2,-122.55371632498925,-94.70187246304172,-52.89829854373663,-94.800081257794
#..###..##..@##m####.p###2,-42.54821237807222,-19.530146893818326,-19.3952119453749,22.459425931138803
#..###..##..@##m####.p###3,-28.85012989025426,-4.938077564345663,-3.657795959694555,41.58472121591648
#..###..##..@##m####.p###1,-59.068828124999996,-72.59656181749433,-61.41374863498866,-55.0199441514124
#.####.p###.@####.##...##2,210.46993599114842,168.2129124377333,187.1695249723208,159.729674039691
#.####.p###.@####.##...##3,205.45289652490817,235.8117754194726,293.7240225755177,199.41021927247942
#.####.p###.@####.##...##0,152.22319320248144,135.67096779154988,231.46085523939902,142.20287880057236
#.####.p###.@####.##...##1,206.79673792446783,176.69423599050862,189.6343380479955,169.6099602161861
##pp#.##.#..@..####.#..#.1,0.0,0.0,0.0,-16.5
##m#m##...##@#.##.####.#r3,94.0308601310924,133.60435437949133,188.72450513066065,135.18063062372005
##pp#.##.#..@..####.#..#.2,-19.559291378129195,19.94216775050481,-19.557420344993666,-61.82139355721601
##pp#.##.#..@..####.#..#.3,-20.0,-21.75,-44.787499999999994,-16.5
##..#....#.#@####.p#.##.#2,-128.82296325749985,-103.33494885072648,-53.43835365687285,-103.00755884755323
##..#....#.#@####.p#.##.#1,-47.962500000000006,-59.74051381102666,-42.49728777796311,-67.21702071653999
########.r..@....#m####..2,-176.98266965946772,-150.76148032382454,-178.05382464612876,-161.51685780693816
########.r..@....#m####..3,-156.69224107107226,-128.05827903036263,-138.93183019268304,-155.13594122264766
#m##.#pp#.##@#......###.#1,-6.797185414328439,-1.993188961207136,27.781710458826684,-2.299030295804531
