key,a_1,a_2,a_3,a_4
###..#######@r###.#.#p...1,-84.61173966796875,-70.57283466796875,-101.03537611439124,-103.30392421406395
###..#######@r###.#.#p...2,-20.0,0.0,-70.14937915022466,-148.6662364459993
###..#######@r###.#.#p...0,-100.55188401312574,-78.02707922779418,-96.92115532190354,-95.50051924363046
r..####.#r.#@#.#......#..2,-87.11685937499999,-105.83520468750001,-104.40805165251498,-95.12452812500001
r..####.#r.#@#.#......#..1,-188.97770688069008,-187.34223641265106,-185.45940273460417,-309.74668886256154
r..####.#r.#@#.#......#..0,-97.6827872859229,-127.15388282226564,-106.75147131835938,-130.5990628102603
###r.#######@r###.#.#p...2,-105.832066960275,-91.87168632803424,-89.02817373729496,-106.60121539812116
###r.#######@r###.#.#p...1,-166.10264026748268,-125.14993541795286,-151.87282812064603,-149.97494515189283
#....#..###.@####..###...3,-47.73871442607933,28.777539814099825,137.85843805990112,-57.5691703468131
###r.#######@r###.#.#p...0,-115.66416711475921,-112.56519983097186,-124.18538253690363,-127.43540298785383
#....#..###.@####..###...2,8.727904097155372,43.840271595756896,128.4358021898966,1.068861314348279
#....#..###.@####..###...1,-149.06466693753097,-158.51816341558663,-123.19497256343318,-162.59793218061452
#....#..###.@####..###...0,-19.6875,-32.8625,-8.5,-15.75
###.###...##@.###..####mp2,-8.354013472287416,47.720978611163794,40.99642941692315,8.496550641487001
...####.####@#X.##.......0,-15.5,0.0,0.0,0.0
###.###...##@.###..####mp3,-63.128859375,3.126351504822189,59.404964474480835,-42.4958749972662
#####r..####@#..#.#.#....0,-30.75,-58.837500000000006,-26.375,-24.0
...####.####@#X.##.......1,-23.25,0.0,0.0,-21.0
#####r..####@#..#.#.#....2,-46.48340551349961,-46.5,-78.52625386198243,0.0
#####r..####@#..#.#.#....1,-61.453125,-93.778125,-98.9068359375,-94.0581298828125
###.###...##@.###..####mp0,-185.2619336117685,-188.17859667023393,-192.91741948673672,-198.60621997172262
###.###...##@.###..####mp1,-201.16902417421704,-200.59991974658004,-172.6436501471918,-200.83464416155277
#....#r.###.@####mp###...0,-133.8083925545967,-133.3916663792775,-579.4428558460553,-135.81668371848144
#....#r.###.@####mp###...2,27.220614885324572,13.786311862682963,2.315650042040218,27.88851323062097
#....#r.###.@####mp###...1,-153.89591219021003,-163.22166014444326,-300.6601432205616,-120.74985398304345
#....#r.###.@####mp###...3,67.54639773842803,88.64533506918931,125.03172406014635,66.48178223233413
....##.##...@....##...##r3,-42.5114375,-40.52724609375,-33.15,-42.69534649140148
....##.##...@....##...##r2,-65.21684293440273,-78.82256908676055,-65.11636740801822,-21.70195161395089
....##.##...@....##...##r1,-164.7310498549552,-155.48706458516978,-161.76964282808757,-170.32075472822035
....##.##...@....##...##r0,-197.74520679380635,-238.51645382314217,-195.123564683654,-194.42453232688393
#.r#.#m#..p.@.##.##......1,-180.95075009972916,-165.90804452923084,-168.98655459489277,-100.17280398790135
#.r#.#m#..p.@.##.##......2,-123.30837055955638,-142.93301700459364,-120.96482882150332,-96.98554029944964
#.r#.#m#..p.@.##.##......0,-146.04987132640125,-147.7880590645864,-236.3913978991537,-141.99061236941176
###.#.r#.#.#@m....#..##..0,-163.02045419964298,-511.6719179185046,-151.2664307699852,-151.0927340079699
r.##...##.#.@###...m#####2,-12.045754050860769,-10.28780749296944,44.78875052427293,127.9256830051269
r.##...##.#.@###...m#####3,42.62559313556869,28.068790053182514,100.0316015311121,139.63721592071494
###.#.r#.#.#@m....#..##..3,0.0,-163.92865701063056,-24.5,0.0
###.#.r#.#.#@m....#..##..1,-132.36792412792965,-331.1428303275406,-151.82257041226723,-115.16540162109374
###.#.r#.#.#@m....#..##..2,-133.4309775838623,-258.3493711762638,-140.6837091402299,-150.07697674915676
##.p###..#.#@.#...###.###0,-298.33636976094,-286.37791314658557,-288.79230259458893,-288.6556237197844
r.##...##.#.@###...m#####1,-18.0,-12.0,-26.981801220703126,-18.53330546875
##.p###..#.#@.#...###.###1,-379.19846271941674,-378.8475729987367,-343.7900069624503,-368.780790928266
##.p###..#.#@.#...###.###2,-368.4947895240581,-367.5066017838237,-316.4284661072499,-352.0280445245035
##.p###..#.#@.#...###.###3,-390.9528216925818,-363.59823534757817,-310.12755421352097,-361.8448778552894
...#.m##....@.#.##.#.##r#0,-109.84724952036066,-125.84745717016331,-116.94359520339762,-117.60217966251938
p#.m..#.#r..@###..###.###3,-376.8186902741337,-320.8964377640265,-398.80074979937683,-315.62620272854406
...#.m##....@.#.##.#.##r#1,-200.3669124816484,-195.33660660274325,-198.26693552059612,-197.26138022864126
...#.m##....@.#.##.#.##r#2,-56.66120575022314,-71.57946572540533,-55.67840096614563,-22.665847483285468
...#.m##....@.#.##.#.##r#3,-27.76548231991551,-46.06166754942858,-27.399523919692868,9.12821943002692
p#.m..#.#r..@###..###.###1,-363.96302664708264,-393.54306577121883,-414.0888447676417,-405.0752527687381
p#.m..#.#r..@###..###.###2,-367.21673200696415,-396.44050255875766,-407.5002542547901,-407.65164456941875
p#.m..#.#r..@###..###.###0,0.0,-49.5,-111.70980565947809,-29.5
#p...##.###.@..#r.###..##2,-24.798161324480184,-12.533502761683845,27.835477857493235,23.090397891280993
#p...##.###.@..#r.###..##3,-27.862499999999997,-21.875,-19.79579057450757,-18.75
#p...##.###.@..#r.###..##0,-134.21625701949725,-135.49374706172233,-132.1584909660598,-132.92139580069096
#p...##.###.@..#r.###..##1,-117.65800129871096,-120.66200233892926,-98.38306283025267,-105.89755296732142
#...###.##p#@m..#.#r...##1,-322.5658799415294,-404.41006353473205,-363.78014248449097,-352.2957192453951
#...###.##p#@m..#.#r...##0,-46.368750000000006,-289.8093402901415,-27.5,-31.0
#.#.##.#...m@.#.#..##..#p0,-172.78174388029245,-180.02002845280043,-143.13916050849798,-584.3466493736969
#.#.##.#...m@.#.#..##..#.1,-203.17335298960893,-182.857076921694,-175.8477908943122,-288.9722663442235
#.#.##.#...m@.#.#..##..#p3,-157.253895905453,-172.83305648987664,-123.81526695056888,-201.28077580471893
#.#.##.#...m@.#.#..##..#.2,-190.38214223170542,-203.0325395919148,-160.1371771032321,-242.42140173741268
#...###.##p#@m..#.#r...##3,-328.64028625023036,-394.3895865723272,-313.0622957801253,-319.35488070995643
#.#.##.#...m@.#.#..##..#p1,-252.09046535671501,-251.82420110547807,-226.12534125727234,-270.5722402027204
#...###.##p#@m..#.#r...##2,-324.11292902352704,-417.73181821554414,-367.1029041970379,-355.81900003687406
#.#.##.#...m@.#.#..##..#p2,-169.71842134943427,-183.68074075253088,-143.62161872606265,-220.92610433322824
#..#.#.#....@.##.##......1,-163.74513126548993,-161.33388274569867,-189.05886823063514,-153.19050577733918
#.#.##.#...m@.#.#..##..#.3,-202.40526791798862,-285.70010376766584,-172.03970079618492,-216.96351908753428
#..#.#.#....@.##.##......0,-196.21810529031805,-309.0693406470439,-188.58562713627575,-190.139689887166
#.r#.#m#.mp.@.##.##......0,-166.6454658983357,-172.41595805928586,-166.22025997971517,-170.0780927009689
#.r#.#m#.mp.@.##.##......1,-106.90879528588485,-141.07995719436633,-107.00515067576657,-84.38714395890096
#..#.#.#....@.##.##......2,-119.17504061276667,-117.77997230180249,-116.85898213909651,-84.65888240382512
#.r#.#m#.mp.@.##.##......2,-143.1002516873944,-130.30555802247605,-141.60368053273316,-68.4257812709205
#.r#.#m#.mp.@.##.##......3,-19.0,0.0,-35.625,-41.5125
##m###....#r@###..####..#1,-115.55525735784082,-123.08466347333528,-113.7130945959315,-123.19130586383865
##m###....#r@###..####..#2,-76.00334280896311,-23.325,-57.495458031499595,-34.386295173654965
##.r###.#.#.@..##m###....3,0.0,-25.375,-97.00994172396452,-40.0125
##m###....#r@###..####..#3,-28.95199761379236,-22.5,-16.5875,-21.738204871844452
##.r###.#.#.@..##m###....2,-157.03183615002246,-163.19947084270837,-173.1264882661413,-170.36302000757414
##.r###.#.#.@..##m###....1,-90.91361304547675,-118.37234901938638,-177.94814320414798,-115.70982546841435
#.#..#.#.##.@.#X#..#.#.##1,-468.51721716641305,-397.66337391273817,-436.1428691801831,-436.1354255087585
#.#..#.#.##.@.#X#..#.#.##2,-421.8285153322697,-387.7254637794442,-428.32712021343593,-435.1374118014654
#.#..#.#.##.@.#X#..#.#.##3,-361.6411995384477,-324.94635395833234,-389.5110501344279,-388.7189722889662
##m###....#.@###..####mp#3,33.94455563192181,55.64616006977439,92.2948030691754,34.333561183860446
..#..#...###@##.#....#.#r3,-324.11034790540987,-353.1957750424423,-432.0749530821501,-351.913067603077
##m###....#.@###..####mp#2,11.847806251822231,39.03571896817172,77.11652094905969,18.352283775449337
..#..#...###@##.#....#.#r2,-305.3076950399729,-334.8529229852154,-347.6532443676184,-334.807700166376
##m###....#.@###..####mp#1,-204.74182004154358,-208.13584701585566,-344.9135233905476,-203.17680989662983
##m###....#.@###..####mp#0,-79.30054082436013,-90.6326530171106,-109.82007475774361,-82.57415269620361
