key,a_1,a_2,a_3,a_4
mp#r##...#..@.#....####.#3,-93.21166977652044,-94.3081998734138,-41.15090344268242,-37.55180263179073
.#.#####mX..@.####.####r#2,-8.0,343.23639906526006,177.50187122855647,-7.875
.#.#####mX..@.####.####r#1,-30.51778946490074,-28.588810908150563,-34.807756644887704,-31.554633434668034
.#.#####mX..@.####.####r#0,-49.72728920018716,-43.425312308372526,-44.329023533575956,-42.976785760878826
###r#m.#.##.@.#....#....#3,-99.4882716455544,-118.52056273282147,-62.77934075253196,-61.82032937048451
###r#m.#.##.@.#....#....#2,-141.26367048791755,-160.2349434758895,-147.43089112653882,-143.26797851475945
mp#r##...#..@.#....####.#2,-141.2172469654161,-140.68033028537278,-137.67323878397636,-137.32870283352895
mp#r##...#..@.#....####.#1,-108.26816368039343,-69.44734430351258,-73.66548889533601,-29.0625
...#.p.#..##@.###.##r#...3,88.64882762223381,95.1471901304985,200.46209423631183,82.98670057011589
...#.p.#..##@.###.##r#...2,235.3885311965074,199.4765082785886,294.0654108667802,234.16135890562714
...#.p.#..##@.###.##r#...1,-82.95507302588727,-72.53534012259651,195.1129884712135,-102.29244555621378
...#.p.#..##@.###.##r#...0,-108.41673143728146,-112.32248444676216,-84.21876815317066,-101.69903570807219
#...#pm.###.@..##########2,142.3175546847409,60.76805155054968,77.56129247249267,94.00399378603862
.#.##...##..@##...####p##2,-163.75602212472296,-130.15386076480064,-136.3689755309373,-135.4438275235646
.#.##...##..@##...####p##1,-170.29524040283854,-150.61504881787647,-145.35574387650237,-126.01538764210794
#...#pm.###.@..##########0,-109.12066080985825,-121.08296142977156,-128.84028756944548,-117.902891713738
#...#pm.###.@..##########1,-110.8011824343516,-116.1827909547606,-125.49821047585652,-117.91318706441211
.#.##...##..@##...####p##3,-122.62532811078086,-104.76242880872582,-70.70256903410811,-68.90099263543505
###.#m.#.##.@.#....#....#2,-117.67251933647873,-138.97407794611667,-119.6462113265409,-119.12854432503525
.#.##...##..@##...####p##0,-53.115,-55.9375,-127.85231815158369,-46.59375
.#..#.#...#.@....#.#.###m1,-131.34801574628838,-148.81002626328893,-144.08878775237093,-113.07436393475302
.#..#.#...#.@....#.#.###m0,-105.65586704727946,-107.67301653555324,-106.74985023308693,-108.10050831915669
###########r@##.#.##....m0,-177.81751262564626,-181.9725089516528,-159.32096114160487,-166.00084026637862
.p#r##...#..@.#....####.#3,-96.57759531969322,-92.81558727320741,-38.0245604822023,-30.935377147218738
.#..#.#...#.@....#.#.###m3,-16.85353179326298,-14.622313271362806,-16.680229572159504,-22.182519236100585
#r#####.X#..@####.####r##0,679.854320403047,457.52348363821113,442.9306722098768,238.4320561155485
.#..#.#...#.@....#.#.###m2,73.69573429330288,19.175231948770538,78.14673990036601,154.96432048849613
.p#r##...#..@.#....####.#2,-119.25514441117443,-119.08756188084291,-111.67216457173245,-103.3323600029711
#r#####.X#..@####.####r##1,679.5828684828681,500.2827963542916,417.4042849996278,19.974854362320997
.p#r##...#..@.#....####.#1,-141.1716851611585,-120.97724540533034,-106.57772389511146,-80.20537059244829
###.#m.#.##.@.#....#....#3,-102.56821707573134,-121.01257509692059,-66.55920105361378,-65.23837135218912
.p#r##...#..@.#....####.#0,-72.67890625,-26.25,-29.0625,-33.0375
#r#####.X#..@####.####r##2,-1.5,-10.5,39.0273378697133,-3.5
###########r@##.#.##....m3,-71.23538602665381,-69.54322027381536,-37.397495029436186,-83.83106260289642
###########r@##.#.##....m2,-154.28484867884896,-144.27923103926418,-97.14015408899238,-152.48176258180797
###########r@##.#.##....m1,-216.20989340631553,-202.10173506540644,-207.13209123460194,-202.54568204904422
.p#.##...#..@.#....####.#2,-111.81394620068816,-119.91940765865469,-76.09448318863224,-68.26590744380685
#########r..@#r.#........3,-105.44248748560042,-105.56211192200033,-69.59748514253205,-69.43789899320066
######r.##.#@##......#..#2,-148.09878000393365,-158.99207808946403,-149.52430941607844,-162.71109812219402
r.####.###..@.p#..#.#....1,-148.344236982398,-122.61990557225191,-124.23069923612994,-122.22489006960495
.p#.##...#..@.#....####.#3,-96.87294304720362,-91.49596085091318,-47.13444644358451,-39.36642082243418
r.####.###..@.p#..#.#....0,-169.13771308288366,-151.6321309646549,-145.05921592353013,-205.11757347361328
######r.##.#@##......#..#1,-165.38400087272026,-182.8919533605996,-169.58995834427975,-178.0113349488159
######r.##.#@##......#..#0,-180.06984234346328,-186.31322289838448,-163.9529641976685,-186.9671278328268
#########r..@#r.#........1,-197.09712774263818,-192.0734655752034,-186.95222031214917,-190.45547985825442
.p#.##...#..@.#....####.#1,-127.42942775957526,-95.29568719863892,-99.01675511613834,-43.751562500000006
#########r..@#r.#........2,-170.72169432219442,-176.2609952052527,-168.3844591433651,-163.51373328888704
mp#r##...#..@.#....####p#1,-176.87775054000195,-174.49264048126545,-173.98328731986362,-183.6087523208207
#########r..@#r.#........0,-138.28823193019093,-139.90927787264008,-112.99005358716073,-191.0134279074207
mp#r##...#..@.#....####p#2,-137.61665057245074,-124.88057210806298,-138.43891697810994,-136.91682297519304
r.####.###..@.p#..#.#....3,0.0,0.0,0.0,-18.567047621706003
mp#r##...#..@.#....####p#3,-93.4222619649642,-93.82432839613409,-41.45377333190929,-36.459887898801725
r.####.###..@.p#..#.#....2,-75.36346798510183,-91.32772879986187,-34.31945988286047,-61.04936341819469
######r.##.#@##......#..#3,-70.01718041668386,-49.064389762930624,-11.239739637483192,-48.83553517482213
####..mp#..#@............1,-95.55472990006876,-118.57420243357927,-106.70617168596834,-119.506850468102
.####.####..@.#..#.......2,-162.71394382406407,-155.84523096560764,-173.30429508335067,-157.45726487942846
.####.####..@.#..#.......3,-76.0051599679234,-95.05222091472282,-76.10827252528955,-37.80227330144301
####..mp#..#@............2,-81.4018190971655,-117.56034014011523,-63.27582953785456,-101.6243417519544
.####.####..@.#..#.......0,-86.4664595002648,-48.961511749067014,-93.59919641634241,-128.07160499492065
####..mp#..#@............3,-89.42017210182193,-95.57630759450996,-37.46940472033908,-77.39074950422922
.####.####..@.#..#.......1,-197.15342031652744,-189.42631093604717,-198.28094469483335,-189.8012352542618
####..mp#..#@............0,-7.0,-33.675,0.0,0.0
###########r@##.#.##.....1,-176.08278665402,-174.86271124734066,-159.48490649881882,-167.79526935744354
.####.####..@p#..#.......0,-165.34138993621983,-158.27920863882775,-145.50401628912917,-152.3086337342827
###########r@##.#.##.....0,-189.10628534094218,-182.67497589508096,-176.64496619276767,-168.62499968400215
.####.####..@p#..#.......1,-131.8038236681218,-124.37644074115418,-131.43387104397345,-140.20028652178777
mp#r##...#..@.#....####p#0,-102.02823344963551,-150.51808368893793,-139.57891754277756,-118.15421397143379
..#..#...#pm@###....#####2,33.77684831384401,67.63279591197328,96.75150944521604,-3.6998562870040566
###..#.####.@###...####..2,6.583242918919524,35.28975089638452,-6.253794684185781,26.071800308191037
..#..#...#pm@###....#####1,-83.62869767695963,-124.1490046187372,-117.97811417386356,-297.9316244326867
###..#.####.@###...####..1,-93.97139290970345,-90.02092526220241,-89.14182465367239,-94.35796366489569
..#..#...#pm@###....#####0,-117.14472334657191,-124.68747481694811,-116.52765079482799,-327.7747397793436
###########r@##.#.##.....3,-79.66075297032431,-79.28256913034986,-41.2059564403963,-65.99197554049519
.####.####..@p#..#.......2,-100.4681315871367,-114.98587775423336,-100.15417866164937,-64.73671397984292
###..#.####.@###...####..0,-93.29416145215316,-107.48469420898552,-114.55509085256625,-108.3889386291572
.####.####..@p#..#.......3,-40.95,-79.43794279078755,-21.0,-29.0625
###########r@##.#.##.....2,-149.71198303893453,-132.7455074931936,-144.0946025925793,-139.80744061520613
####r...#..#@............1,-153.9823534880634,-143.07219848901616,-135.19579803097508,-148.26002038250013
#m###...m.#.@#.#.........3,-32.21464876053224,-133.4252271445954,23.676466041031194,23.26978799106086
####r...#..#@............0,0.0,0.0,-15.5,0.0
####r...#..#@............3,-99.3559759948565,-95.77280739295136,-37.66150970633281,-76.54644948220847
#m###...m.#.@#.#.........2,-63.55107320054464,-31.933304121794528,-6.328456499877166,-14.763142878854826
####r...#..#@............2,-168.90678681853512,-162.39422758171457,-167.13382435256435,-166.55582732228999
.p#r##...#..@.#....####p#2,-115.72210228795981,-120.51407292084218,-99.65960390170854,-99.32535637445045
.p#r##...#..@.#....####p#3,-95.98438687613027,-109.88904566254323,-45.8353691748184,-38.98857628664706
mp#.##...#..@.#....####.#3,-96.84099521557481,-96.45507389824643,-43.07875753632038,-37.62335745055918
mp#.##...#..@.#....####.#1,-96.02007403774994,-77.06682330322266,-61.249978233088534,-30.03125
mp#.##...#..@.#....####.#2,-128.14785718075728,-132.22238883370977,-127.88864516867676,-141.15273179994534
r.####m###..@mp#..#.#....3,-37.104655811081074,-120.52317566470224,3.7596856846068767,1.37462650759735
..#...#...#m@#.#.####....1,-200.51909190350526,-207.34104442235468,-207.88551550320778,-39.32606314259738
..#...#...#m@#.#.####....0,-98.60328590040096,-197.83636446003823,-116.66633818711455,-324.3361887795677
r.####m###..@.p#..#.#....3,-44.92569235830452,-65.10853602028803,-5.146101341211844,-27.647300386913287
r.####m###..@mp#..#.#....2,-118.01090888263255,-140.36396208922193,-79.981614107295,-36.685714773616375
.r#..#...#pm@###....#####0,-100.12558589296818,-102.15999276227927,-106.38602847753721,-321.70334574240695
r.####m###..@.p#..#.#....2,-128.51042124213387,-133.08261492376687,-48.25313663355227,-150.7004761629213
r.####m###..@.p#..#.#....1,-155.59328859592702,-153.58892319854067,-151.81547370549492,-149.7707645304062
.r#..#...#pm@###....#####1,-95.57663527623129,-120.7939026189027,-110.94482035728093,-227.93417785673162
r.####m###..@.p#..#.#....0,-114.79508794884681,-117.67671495254517,-86.33231532764435,-90.31504305854797
##..###.##r#@.....##..###1,-26.768800237940745,137.28931456685282,51.553520780105856,39.9338565570566
##..###.##r#@.....##..###2,286.9445704041845,390.69039162129934,288.8615049614174,329.6364942824679
r.####m###..@mp#..#.#....1,-148.82046206855998,-227.76189095070254,-137.10382512226695,-134.5029720932486
.p#r##...#..@.#....####p#0,-123.26352075282914,-122.34844728336887,-143.36602172959357,-153.39803581849634
..#...#...#m@#.#.####....3,82.26501035619937,122.45838194015865,122.87944731160333,223.49444877342196
r.####m###..@mp#..#.#....0,-57.4828125,-285.67682080523844,-47.184375,-46.195008876953125
..#...#...#m@#.#.####....2,-90.37965245458057,-96.47821531549758,-92.65150433649946,56.02762634940666
.p#r##...#..@.#....####p#1,-143.49351506191232,-169.01074171821557,-136.41888770215616,-125.4497560532268
##..###.##r#@.....##..###0,-48.489213268903804,-28.636468385105413,-3.5126725327273824,-27.481324444605875
.r#..#...#pm@###....#####2,222.5428560945395,172.11205969733476,100.60443631447149,9.499747736565176
...mp#..#.#.@........#r##0,-89.63095334268266,-107.8191222799075,-105.4226519733343,-95.45853961933604
.p#.##...#..@.#....####p#1,-142.29650176061546,-148.70374770132412,-135.23831501144147,-114.67782608587358
.p#.##...#..@.#....####p#0,-88.05954846191406,-100.0981924238205,-103.77049702030243,-48.167984375
...mp#..#.#.@........#r##2,-73.94626127643419,-110.41651435887582,-96.04928259607311,-0.5769725847721858
...mp#..#.#.@........#r##1,-183.22406014835303,-182.79469137926475,-173.99794228481966,-179.1705558593461
#.###....p#.@#.#.........2,-60.88226583648227,-49.316031127094085,-25.269021533815256,-19.055355561096214
...mp#..#.#.@........#r##3,4.793993876671935,5.083608332118704,-6.670811159085272,70.47866083713652
#.###....p#.@#.#.........1,-137.89445255823549,-132.80584462633314,-88.58187378908548,-112.01560193841233
.p#.##...#..@.#....####p#3,-62.52923956814237,-41.700113925455184,-76.2804234993298,-23.25
#.###....p#.@#.#.........0,-154.20600430187298,-154.10654202138335,-131.40996404311198,-139.20026544106224
.p#.##...#..@.#....####p#2,-145.6160387970003,-114.8855452001846,-91.10812837969274,-59.00783479700688
##.##r#.....@##m.###....#2,341.4570017482663,280.8801621543546,277.51627644760157,243.85895186424187
......#..#.#@..#....m.#.#3,12.063380058790795,26.10514214228447,65.80336225212386,29.40819968265821
......#..#.#@..#....m.#.#0,-150.26688870952717,-133.61095693251167,-125.59260883886935,-146.06470098626914
......#..#.#@..#....m.#.#1,-168.94234585841423,-212.21331597506497,-186.665684310776,-197.46207745487135
......#..#.#@..#....m.#.#2,-157.84358406171035,-158.98446058826318,-86.14381301958005,-122.62051882438278
#r#####mX#..@####.####.##2,638.6265558876821,541.2449812906336,461.7302782618781,472.05210938569974
#r#####mX#..@####.####.##1,527.9506544843846,-60.23535070396983,-55.087066923521945,-55.24320885639933
#r#####mX#..@####.####.##0,-320.1644248509336,-68.47434937840322,-60.536599673740916,-60.52631603972546
#E#..#.#.##.@.##..#.###..3,-157.60891618065057,-127.05204664671771,-168.73700478521533,-173.27182131581924
...mp#..#.#.@........#.##1,-200.21696375132296,-199.48377092036293,-201.48692815204635,-198.69132234917623
#.#####.X#..@####.####.##0,677.5685357734785,590.7056870655367,515.7402564370897,458.5067966263942
...mp#..#.#.@........#.##2,-98.5840053623051,-100.09337151143377,-102.97088243983377,-90.75878183252973
#.#####.X#..@####.####.##1,677.0225697170708,573.9470726481728,433.42773430963973,462.03100434413375
#.#####.X#..@####.####.##2,-1.5,0.0,0.0,-3.5
...mp#..#.#.@........#.##0,-112.41913345918701,-122.60950916824976,-112.48250841229208,-100.06054062736506
#.#m##...##.@#.###m..##.#3,-195.95417570864845,-219.16274260733837,-211.0372640280764,-224.19219575481276
.#.##....m.#@.#.#...#....3,-10.956499937144208,-3.329465253136204,49.97193680482604,9.104842259981744
###r#..#r##.@.#....#....#3,-106.32318018690833,-121.8762220213026,-69.40423936202633,-69.63625137645522
##..###.##r#@....m##m.###0,-83.9920776403473,-71.57808174153206,-321.7826939970419,-88.42059411407153
###r#..#r##.@.#....#....#2,-154.26113105316597,-146.41793689951515,-121.17209204505949,-151.02858838578945
.#.##....m.#@.#.#...#....2,-58.08931768683685,-77.89184241707726,37.47736996797243,-100.58114868251104
.#.##....m.#@.#.#...#....1,-202.62992952181378,-202.02565638274166,-189.18115983885852,-205.31592455903444
.#.##....m.#@.#.#...#....0,-139.69626623803322,-136.22861907317804,-101.070148999434,-127.13614360864173
...mp#..#.#.@........#.##3,-8.589172736144278,-6.287321394863234,-25.49704056464559,60.65746271059112
##..###.##r#@....m##m.###1,-68.10278439361953,165.86788830835758,-151.64724525528885,87.0032353918466
###r#..#r##.@.#....#....#1,-191.70786944735306,-177.9970767505887,-179.84817739824973,-181.10871858512346
###r#..#r##.@.#....#....#0,-79.62454765319825,-39.64251708984375,-94.02902105712892,-112.89536260174563
##..###.##r#@....m##m.###2,289.4072673744055,396.28348865596786,60.56023978502563,330.68826605494473
##..###.##r#@....m##m.###3,115.30662672976396,337.0014652103949,-10.258637717503916,117.41792076826017
.#.#####mX..@.####.####.#2,469.05594408771844,562.2163278615692,433.19779643305515,304.9822517265833
..#...#...#.@#r#.####....3,8.566412166864044,-3.15121032764673,18.062559456556897,4.738682490801747
.#.#####mX..@.####.####.#0,-82.58716269540726,-65.18007973084032,-78.51670908160003,-78.60258160264048
..#...#...#.@#r#.####....2,161.494010991957,191.09558816876716,193.15805372154375,245.35540326720024
.#.#####mX..@.####.####.#1,-84.83050506602588,-51.030333755137285,-70.69822835782415,-115.25724089742974
..#...#...#.@#r#.####....1,-149.09198476346518,-147.82762686862398,-105.89146083445661,-70.95715374623596
..#...#...#.@#r#.####....0,-118.64646355914923,-124.34035030560759,-118.8339437266952,-96.7189121971681
#r.##.#m##..@...#..#.#...0,-323.31720032145904,-90.26342759246828,-75.3570114944458,-88.71266551971436
#r.##.#m##..@...#..#.#...1,-226.07607446685668,-146.5670833299459,-155.9687888074357,-150.52113676590926
..##....#.##@..#pm.###...2,-7.272546460130849,26.023233405992343,23.516188954511705,-6.259341467099534
####.##.####@.###...####.0,-122.78883092880713,-104.40425419278648,-122.31053963335992,-120.11349490372214
.#..#.#...#.@....#.#.###.0,-12.5,-18.75,-16.0,-60.81621818420301
####.##.####@.###...####.1,-93.89933874081953,-88.68645550549653,-101.9622300851475,-98.42779730433617
..##....#.##@..#pm.###...0,-123.87986608085129,-104.92334979241468,-328.0953068854625,-130.06232273883288
####.##.####@.###...####.2,-6.220883934850922,35.1688743994372,-7.344384902893469,0.12341158389694762
..##....#.##@..#pm.###...1,-90.32358803977215,-89.02163173318621,-191.09946969673229,-103.69734598617639
####.##.####@.###...####.3,0.0,0.0,-12.5,0.0
.#..#.#...#.@....#.#.###.1,-14.94599284461568,-24.21875,-10.131730164390596,36.24961951588108
...##..###..@.###########0,-74.37131576341966,-73.87969181959599,-56.955897773150014,-62.84520694197665
...##..###..@.###########1,-62.28783528327888,-81.84348544664547,-78.15242826120013,-70.44175316436143
...##..###..@.###########2,97.37689367175426,69.21934995847093,97.14495834723141,147.2371213296874
#E#..#.#.##.@.##..#.###..2,-203.9638515858593,-163.10855703856492,-222.14266336086487,-207.24821240565132
#E#..#.#.##.@.##..#.###..1,-221.092049715443,-205.17634814038684,-224.76166388094475,-228.66369246452155
#E#..#.#.##.@.##..#.###..0,-199.51926714687954,-188.421870908663,-212.39490619293286,-212.40909429585184
##.##r#.....@##m.###....#1,-65.79113093522429,-64.45595654647235,-75.96205524778533,-67.36169601080478
##.##r#.....@##m.###....#0,-85.48853990477744,-96.19738321340085,-92.24015847784838,-105.23783437774236
r.####.###..@m.#..#.#....2,-140.2263841808417,-173.1287979471786,-124.85712693955817,-131.44424656691623
#r.##.#m##..@...#..#.#...2,-174.34251557157884,-108.76471840901478,-157.72530769039201,-153.99474423046377
r.####.###..@m.#..#.#....1,0.0,0.0,-21.75,-64.23156599733736
#r.##.#m##..@...#..#.#...3,-97.70562158795833,-40.056316648566124,10.881514206588601,-49.746677679910306
.##.#.r#..#.@.#...###....1,46.01457036339341,43.88490592348835,48.61619895039717,52.86101749036017
r.####.###..@m.#..#.#....3,-44.88039946944642,-94.69234769770992,-121.38412853176916,-12.922426462226776
.##.#.r#..#.@.#...###....2,233.0827216650663,289.7775261906693,198.42876156831008,197.18509263859272
#.###....p#.@#.#.........3,-27.266300838817777,-19.0,-2.036038682668595,0.0
..p#..#.....@........###p2,-85.84808404895756,-86.01854810841348,-48.166041430887226,-28.737202694121628
