key,a_1,a_2,a_3,a_4
#r###..#....@..##########2,-142.70041004512098,-109.6387159952586,-144.89182791142963,-158.53155269313893
###########E@.m.#..#....#3,-131.41109014261772,-87.74965122778038,-86.28821661404439,-153.5573874441971
###########E@.m.#..#....#2,-136.36008535758702,-98.29014118447256,-100.09505011679661,-152.02421566324287
#r###..#....@..##########1,-158.24389178758582,-107.90836882464095,-149.63223068875885,-174.81440979858476
#r###..#....@..##########3,-104.20972746865229,-64.68229656108531,-104.20382101259698,-125.53509818919574
#.##.m.##..#@...#......#.0,343.46324023748883,401.0905487686773,299.88461240415666,337.09940541562725
##.####.##..@r#....#.#.##2,518.3697019597716,437.3648392030064,307.61134911305214,322.86395086725076
..###..#.##.@.##.#.#.m...1,33.96421035982561,80.35179327631411,34.6112250524984,7.935518320971266
#.##.m.##..#@...#......#.1,373.762515241828,443.37836876658093,211.27460458556243,370.9172944840137
##.####.##..@r#....#.#.##1,571.6708316030247,472.08067743199774,372.887036571444,383.52519369316417
#.##.m.##..#@...#......#.2,336.4031541223377,353.05371640501676,296.82524468281724,336.5439394707871
..###..#.##.@.##.#.#.m...2,40.609773251295124,87.3710909036617,40.47112454461993,9.868933587548117
#.##.m.##..#@...#......#.3,37.100437449923014,127.46525563752394,69.84462134106161,-11.429131267281758
##.####.##..@r#....#.#.##0,471.60307859189203,439.6094001206187,257.3161884916508,200.1737266151462
..###..#.##.@.##.#.#.m...0,-19.0,-13.5,-34.575,-23.25
..###..#.##.@.##.#.#.m...3,39.396534458396786,86.69351531351873,39.97097322237638,-12.989958186653961
##.####.##..@r#....#.#.##3,-4.5,0.0,-9.75,0.0
.##.##...r#.@....#.####.#1,329.05236823317927,284.7428383942853,214.78779405689167,266.6514997679136
##E..#.#..#.@..##.#r####.3,-92.85389952099308,-52.83361061220968,-113.10560918643245,-119.57636129816751
.##.##...r#.@....#.####.#2,323.13894565404894,332.2365221180704,245.4277631788862,303.46341543137345
#..##.m.#..#@..##.#.#.m..3,-28.701714071474164,38.885223481074675,9.116935142898202,-2.93808618618134
.##.##...r#.@....#.####.#3,-6.5,-6.5,0.0,40.60556200660522
#..##.m.#..#@..##.#.#.m..2,-27.43639909936754,46.02719581882081,-25.62715290517029,-1.7882716083376908
#..##.m.#..#@..##.#.#.m..1,0.0,0.0,-21.75,0.0
E....#..##.m@#p.#r..##.#.2,-42.61377923252863,-17.479497928943527,27.26728699346843,-87.90733858547921
#E..m.#..#..@.##.#r.###.#3,-83.95268349264423,-10.627054055499809,-61.615567216847396,-84.24920208197324
E....#..##.m@#p.#r..##.#.3,-33.04755991722177,-6.830627792005161,39.077086993468455,-61.613601371022376
##...##.###.@#r#.##...##.0,421.50168894884837,203.84576050545235,0.0,237.63310771778146
##...##.###.@#r#.##...##.2,359.43564312464326,87.02543487453057,0.0,0.0
#.####.###..@##..r###.###0,403.060297259536,404.53763431646496,393.88376155038213,469.7559639196601
#.####.###..@##..r###.###1,420.98834022292243,421.8067673424952,416.34726374209873,504.02113941616005
#.####.###..@##..r###.###2,405.0426867891191,369.8139337580063,415.8707922889692,477.5155746619629
#.####.###..@##..r###.###3,-11.0,0.0,10.5,0.0
#.###..r##..@###.####p###1,461.98582264891866,378.392500394699,327.7853409909005,341.5623029051437
#.###..r##..@###.####p###0,454.32994654206095,375.0470954722216,367.72255631670487,301.0829957440528
#.###..r##..@###.####p###2,410.1212649245192,236.4415758841948,-12.0,176.24252273799243
#.#.#.m....#@...##..r###.2,127.79245278499333,126.74220935843192,78.39674683617923,78.32546927409288
#.#.#.m....#@...##..r###.3,109.5660200374319,125.66219514536003,75.50826388432938,76.47881861717603
#.#.#.m....#@...##..r###.0,126.57638456024625,124.0960587937193,74.97826531998292,76.0144483300769
#.#.#.m....#@...##..r###.1,109.70786736468783,114.55131454280954,64.23158046596663,65.21456062111821
###r###..###@..##########1,-218.1985691741176,-176.5024095839609,-205.44263883681242,-208.67250484205755
###r###..###@..##########2,-201.6345462215761,-155.15939102717425,-186.7532432065915,-186.88583227838672
###r###..###@..##########3,-185.5305986969491,-127.1173324939034,-169.0156435521872,-171.42647656636402
#.#..###.###@..pm.#.#..##0,-52.035398469509715,-6.295437145226703,-35.12426515456102,-57.81298829875137
##...##.###.@#r#.##...##m2,483.8380249495342,413.45422245458076,413.45422245458076,365.2088002091226
##...##.###.@#r#.##...##m3,483.8380249495342,413.45422245458076,413.45422245458076,365.2088002091226
##..####..##@.#...##..###1,5.719901427660394,46.38902178737318,-16.093473810185017,5.1584780094391895
#.#..###.###@..pm.#.#..##2,15.863799719410157,59.712699204442984,-3.224909108619435,15.50387798065979
##..####..##@.#...##..###0,-1.49319228310293,50.23955738353044,-27.011147847813774,-3.1251850365538423
###r###..###@..##########0,-190.59599323602305,-155.8998058778968,-193.75333889497648,-198.20931396091189
#.#..###.###@..pm.#.#..##1,-33.7086355499319,8.730347617815568,-70.4819309274393,-28.613634175586114
.#.##...#..#@#.m..m.#...#3,74.29269999193636,103.54744443228464,152.83049381720537,103.54744443548469
.#.##...#..#@#.m..m.#...#2,57.319717188319615,82.31542881087692,133.97526511176955,84.942734695712
#.#..###.###@..pm.#.#..##3,29.26267056330239,74.29269994717515,2.4352276352211715,29.391994853535852
.#.##...#..#@#.m..m.#...#1,-6.667425228747212,-17.0,54.07559412016168,0.0
##...##.###.@#r#.##...##m0,482.6885951928159,411.8748998515849,411.2038102701478,362.1884848904797
##...##.###.@#r#.##...##m1,483.8380249495342,413.4536769634615,413.45184047581427,362.26218093398074
###..##..#..@##..########0,10.688067677661317,-40.06000614432327,-40.02083365548165,-58.419332029590095
###..##..#..@##..########1,14.753557998833084,-24.82335949166789,-24.870247449050417,-45.684517125562635
##E..#.#..#.@..##.#.####.3,-113.60300561002515,-74.79208176039594,-135.1225528464392,-128.68792975294687
###..##..#..@##..########2,7.133823247977161,-32.4559697443709,-34.748990703220514,-53.35097462233129
###..##..#..@##..########3,66.07972427625305,22.386256011187182,23.377909928046883,0.4843625388729803
##..####..##@.#...##..###3,57.821708435130574,104.39846964150968,31.217979916321887,-102.93406629945287
##E..#.#..#.@..##.#.####.0,-122.85926254133085,-79.3180283305189,-132.80668860184753,-132.6229916290978
##..####..##@.#...##..###2,-2.385799500778388,43.91719319623598,-26.10614808525773,-4.349252982604806
##E..#.#..#.@..##.#.####.2,-110.70662066101423,-73.88246787760201,-130.01786652160166,-113.6846284146476
##E..#.#..#.@..##.#.####.1,-127.65744378605234,-89.8670087862861,-143.88051534673008,-143.53760580869633
