key,a_1,a_2,a_3,a_4
###.####r###@m.##...##.#.3,756.1778060837876,660.2552602188564,858.4308977762264,756.4557517191408
#r####....##@#.##.#.#....0,429.6081846178429,518.6336220537137,600.7617589676058,518.6536424457711
#r####....##@#.##.#.#....1,385.55224854909125,518.6819029838896,600.8411627030562,518.6869998951365
###.####r###@m.##...##.#.2,754.9460254329148,640.9257792380935,858.4079001815162,751.5285708602162
#..####...m.@#.##########3,272.57763506706306,318.42505162597166,317.3641023264561,384.340219396445
###.####r###@m.##...##.#.1,735.2484948846862,464.5468120912916,846.5718281700298,737.3099462724489
###.####r###@m.##...##.#.0,614.157218267384,-11.288039342786988,805.4528529104163,537.1602611850044
#r####....##@#.##.#.#....2,438.18591239564824,517.884442439243,600.3801135375465,516.7660850556907
#..####...m.@#.##########2,253.49103011180597,299.2289490757595,299.1931353813449,363.4671851416913
#..####...m.@#.##########1,228.36903141938905,277.45475156078174,271.29979297891043,342.10023072426895
##########..@.##...p....#0,-37.79909937723733,10.491988918169346,6.306718791294763,-62.47253851114097
##########..@.##...p....#2,-30.904838127679326,14.31086617777581,15.26861108979517,-56.54087393050974
#...#...##.#@..#pm####...3,135.0439230309346,132.92272694870542,222.372552971064,171.24211436213636
##########..@.##...p....#1,-30.929094319698635,14.605196153047647,13.114693589093017,-51.50668098071406
#...#...##.#@..#pm####...1,126.8369190951129,51.0879412901745,42.92053080977857,75.70085862199701
#...#...##.#@..#pm####...2,140.6144527773478,105.96571246641975,160.47995127558562,139.30062223487596
#...#...##.#@..#pm####...0,110.6576026859977,12.54757819486911,-11.526596150135767,26.355063209046374
.m..#.#.#pr#@##...m...###2,86.87869156278074,190.7704473236904,497.1886258018348,312.8279601551623
###..##.####@..###.####.#2,314.4953680143009,429.563249979036,360.7033485604653,360.87478934392277
.m..#.#.#pr#@##...m...###1,-8.5,0.0,0.0,0.0
###..##.####@..###.####.#1,222.3313821471054,287.6176385779167,255.07781500490938,251.8144430486192
###..##.####@..###.####.#0,299.4809792723755,436.2365466809714,366.6197629483297,360.08102897663287
###########.@..##........1,-58.50422187090487,-22.994450804045314,-19.991443045756682,-81.79418304118113
##########..@.##...p....#3,-29.692225701901343,16.3317979007979,15.995127285183024,-50.15587662716345
###########.@..##........2,-64.88126510090709,-21.643589224968853,-21.724213860204014,-88.74691342305734
###########.@..##........3,-63.897882675816454,-20.987291089177624,-19.945006443950543,-88.19730471825073
.m..#.#.#pr#@##...m...###0,-12.75,-21.0,-11.375,-28.799999999999997
###########.@..##........0,-69.59121464062102,-25.778382392992093,-31.890058440816123,-93.58598293362888
.#.#pr#.##m.@....####.###1,469.38519406275,469.5214158602349,529.4204196147114,612.6750391410549
....##......@.#.##..##...2,18.4124046041457,98.16018983633612,47.729185456386304,11.22723407008079
....##......@.#.##..##...1,12.207829844396441,91.8543756724219,41.75640284797402,10.968692980798572
.#.#pr#.##m.@....####.###2,466.6192180209062,466.50979750623736,526.1870818130838,609.0082788195838
.#.#pr#.##m.@....####.###3,463.5996728130809,463.5348931415472,522.8824539596001,605.3339650117452
....##......@.#.##..##...3,15.114717699636037,92.15697649873113,42.091706036258095,17.145084188522866
.##..##.....@#.#.#p.#.##.0,204.77050855938262,241.67480016308934,242.9111351458576,284.69626816413324
.##..##.....@#.#.#p.#.##.1,203.15543258052872,238.5593775385869,226.04531742400025,307.6086405840251
.##..##.....@#.#.#p.#.##.2,233.3375607794439,276.9797281290579,275.32559151620535,341.2869682399829
.##..##.....@#.#.#p.#.##.3,28.42312939845634,-22.5,92.03305681050553,262.8512373566789
.#.#pr#.##m.@....####.###0,438.9288430923932,403.9430627668944,279.89541955935084,591.8963736039819
#..##.###...@..#.#.##.#.#2,360.9063223390598,318.0864996135391,360.8486157329206,429.65650315814923
#..##.###...@..#.#.##.#.#0,386.7309693596919,336.30644233339046,386.7615356684451,451.3135968989994
#..##.###...@..#.#.##.#.#1,323.4281890655373,334.2481267339729,292.6633974814568,306.1169861779438
###......#.#@#..#.##m..m.0,0.0,0.0,0.0,29.38053227894863
###......#.#@#..#.##m..m.1,324.6618819403468,251.75766824034093,203.2228234275907,253.8535414787889
###......#.#@#..#.##m..m.2,327.3224155468846,310.0738906045295,374.2200124726256,290.544050032211
..##.###....@.#.#.#.r#.##3,341.01035896510496,294.00758388131146,283.08197222481186,409.9364571945597
..##.###....@.#.#.#.r#.##1,315.85687651213175,273.08964507131196,376.42649108440185,284.31893034210486
..##.###....@.#.#.#.r#.##2,332.68613019621307,286.3089006954116,400.6942318947243,397.0312673768947
..##.###....@.#.#.#.r#.##0,313.11571234743985,268.3814839086359,368.60239465497796,263.96672532288846
###......#.#@#..#.##m..m.3,59.446624422448195,-13.0,-7.5,7.250980990101688
###...m..#.#@#..#.##.....0,-3.504237167994294,89.84120489814673,228.5360108847705,83.34120489814673
###...m..#.#@#..#.##.....1,341.3382997198572,394.77037785834045,467.54041540992773,394.5279113382926
###...m..#.#@#..#.##.....2,328.842625995144,383.40565028577174,463.5916536167298,387.1523657790476
###...m..#.#@#..#.##.....3,273.78204033426425,235.99184865644838,430.4148012626656,154.83681740283743
...###...r##@..##########0,93.42004125926351,3.7205807758687675,41.145021918711286,40.09030923007626
...###...r##@..##########1,67.04132815286707,10.770045228639049,11.155813557254556,19.56158428775241
...###...r##@..##########2,94.57658552785962,17.604940379727736,45.953321683635934,46.77327768482046
...###...r##@..##########3,110.21101724819593,28.5403942189526,59.10750777635624,59.046980083801216
##..##.####.@m.##.#.##.#.0,450.18186887468704,-11.104770780161278,526.8754782660191,396.09393545700425
..#..#...#..@##.#...#pm##2,97.58499678161562,132.24176302757706,152.1827626443682,187.0282445467792
..#..#...#..@##.#...#pm##3,98.977310680548,126.97045174458174,179.09540148890915,159.98793790988103
##..##.####.@m.##.#.##.#.1,447.49718280162085,234.00086601907225,523.9066825802765,393.84810672821084
##..##.####.@m.##.#.##.#.2,448.6152094715393,323.99502611441994,527.4523029823608,395.231327590584
..#...##....@.#m##.#....#2,55.770814118188866,52.38704540162932,58.397721501693226,107.89423867869735
..#...##....@.#m##.#....#1,12.021666619115848,44.49169868465722,12.444895022661154,51.75291147046434
..#...##....@.#m##.#....#0,-3.3713745721136945,53.34699554608716,5.876315568148816,-19.648400943757913
..#...##....@.#m##.#....#3,81.40380776323046,65.60953439417005,81.50173942689963,132.508136032828
....##...p..@.#.##..##...0,6.369665118043018,88.03414344552903,36.1320444683122,-17.46657852958836
....##...p..@.#.##..##...1,11.36327950261544,93.48824825642805,43.93600107995941,12.894376362874853
....##...p..@.#.##..##...2,15.300196110215351,95.75065322737568,46.086927426280155,11.365471875220399
....#.#.#p.#@##...m...###1,403.0325005364138,459.86922180809603,537.6710580014083,459.3281844819441
....#.#.#p.#@##...m...###0,399.45713841089616,460.51313482434,539.9231234606632,457.5955889455331
....#.#.#p.#@##...m...###3,-8.5,-18.0,93.76556024100815,-23.25
.##.#....#.#@..###E.#####2,179.06230699840324,90.69256748996997,116.99391974639582,125.63520039811561
....#.#.#p.#@##...m...###2,399.95381370247594,454.20441459155535,531.4011062631873,453.8115721466947
.##.#....#.#@..###E.#####3,177.72622740112496,108.00294732977602,124.87337361302282,124.39013108050628
.##.#....#.#@..###E.#####0,172.87597029371736,60.33696134435937,122.40497438594507,120.21405865526778
.##.#....#.#@..###E.#####1,186.6068539755242,93.94633577953059,126.77422812444698,119.72503278715843
#...#......#@.###m.#...##2,-53.85270111231843,-89.13818056827716,-25.217002879394045,-67.84521382004593
#...#......#@.###m.#...##3,-52.78380934042195,-61.380243007969185,4.3185244242758545,-42.99776766133393
....#.#.#..#@##...m...###2,401.69166455368327,456.35333117076937,530.5328472581164,456.4206049695963
....#.#.#..#@##...m...###3,-19.9375,-12.0,-6.5,-12.0
....#.#.#..#@##...m...###0,390.23686189188834,440.0897529054788,529.4753483144975,446.73445315408503
....#.#.#..#@##...m...###1,403.2368785547782,459.9846023286262,535.940833172692,458.6697989373516
#...#......#@.###m.#...##0,-35.625,-39.93907610503142,-8.67695215211278,-34.97783698905654
#...#......#@.###m.#...##1,-57.416114443710214,-90.32114808904971,-37.18954952337068,-78.87329292882781
.#.#pr#.##..@m...####.###3,0.0,221.8445670523776,0.0,463.9406391495896
.m..#.#.#..#@##.......###3,301.8591637725507,411.9106977434356,527.3103017266228,426.8874603750836
.#.#pr#.##..@m...####.###0,-21.68203125,-11.68978296708333,-20.625,554.1945186574851
.m..#.#.#..#@##.......###2,397.16152157252054,456.93536088861254,533.5053661968541,456.0569021037503
.#.#pr#.##..@m...####.###2,390.4018277079317,427.4649027088476,520.6647605089227,600.8454494165915
.m..#.#.#..#@##.......###1,403.9182380502649,456.9875514645839,513.8644216310156,457.53171815921553
.m..#.#.#..#@##.......###0,101.34742829826055,97.70519202733425,418.15065816476215,-22.5
.#.#pr#.##..@m...####.###1,452.41662814138635,363.8592359575785,489.41961581686724,605.2378201302007
#.##.#....##@.##r####....1,-62.4490029429027,-79.8533839077829,-105.14431997322009,-97.00598549576253
.#...#..####@.....#.#####2,234.9615343334748,233.49655145278692,343.15426296738667,278.8657275875931
#.##.#....##@.##r####....0,-114.91127431105359,-96.07393855859408,-130.42418563793262,-116.83246220408547
.#...#..####@.....#.#####3,234.50460394332936,228.38931317307865,341.0473718948923,277.016981581913
#.##.#....##@.##r####....3,-47.60120467311325,0.0,-24.0,-42.0
.#...#..####@.....#.#####0,211.50460762769973,223.1525085467693,317.20463727809624,263.2198980366451
.#...#..####@.....#.#####1,236.0465464409702,235.99993828081296,344.40619254793694,278.8383695845926
#.##.#....##@.##r####....2,-54.16222349720027,-54.375900170386466,-95.54219201566434,-91.77878764529612
#######.#.##@####...###..3,-95.51735650669251,-129.1552433950983,-88.11879338096455,-129.10124793328924
...##.#...#.@####...m..#.3,178.18176990121913,211.91013753178112,272.1237646703367,173.23964579473193
...##.#...#.@####...m..#.2,173.49831034033915,199.60285499765806,257.20526615328544,162.93180542161127
...##.#...#.@####...m..#.1,158.62843849165915,156.24474159355765,225.08219015587133,99.10155988963623
#######.#.##@####...###..1,-84.27526725584144,-83.58726562500001,-52.743750000000006,-64.73125
#######.#.##@####...###..2,-31.55808464588219,-130.81226564715035,-89.61006504682507,-130.8760187877079
...r##..###.@##..####.###3,-48.7161704104277,-20.700062294887875,-20.425346749387643,26.60313492425576
...r##..###.@##..####.###2,-54.5395683948051,-28.556832574686112,-28.16244088803566,18.014801855091164
...r##..###.@##..####.###1,-69.83044102152164,-44.05415798449584,-43.2667234904755,5.242154010831685
...r##..###.@##..####.###0,-53.546920635158244,-30.74147300746637,-29.301361922214447,14.788899993656338
.###...#...#@.....#...##.0,0.0,-17.5,0.0,0.0
.###...#...#@.....#...##.1,-9.849504236184384,-41.28340319090869,40.515710832107956,-8.806715563567483
.###...#...#@.....#...##.2,8.753134785228799,-19.228950438180483,56.402083669475175,8.473046104210965
.###...#...#@.....#...##.3,24.37445735830164,-14.955199276957938,61.027892548170534,12.914772155531178
#...#..#...#@.#.##.....r#1,-15.070790417151606,39.66770274831237,-17.058779389341503,-15.107142438009188
#...#..#...#@.#.##.....r#2,0.0,23.899803480435587,-32.9375,-29.75
....##...p..@.#.##..##...3,15.071902155229479,95.3621679741342,42.79205529261944,20.663665882248644
....m...##.#@##X..#######3,672.8302288306328,752.5166111318508,858.0830120142716,755.3866798717906
